Provider,PotentialFraud,degree,eigenvector_centrality,clustering_coefficient,pagerank
PRV53774,0,569,5.569815742051253e-06,3.37639630195961e-05,0.00011865316670129314
PRV52077,1,2965,1.2255138789173368e-06,1.689278929427436e-05,0.0005543638135816594
PRV55136,0,23,5.1004130376311e-07,0.0001348225038390649,6.163591412671145e-06
PRV52027,0,478,7.686695086906226e-06,3.364111364881451e-05,0.00010110865044398553
PRV53889,0,508,8.512509744154333e-06,3.316068493404359e-05,0.0001056852131463041
PRV53958,0,1867,8.572564083646512e-07,3.917147496951555e-05,0.00036883999556616996
PRV55849,1,479,6.521021595886168e-06,3.033757982191498e-05,0.00010117998676642487
PRV55029,0,653,9.15212574474002e-06,4.261137685049339e-05,0.00013294148324231563
PRV56684,0,235,6.636614826889766e-06,5.3362983289165445e-05,5.128285502322579e-05
PRV53712,1,663,3.3050701224787318e-06,2.8240695508787896e-05,0.0001324232882515571
PRV52167,0,212,2.685203625930019e-06,6.248961922610175e-05,4.2777400560331364e-05
PRV57427,0,81,1.251591733871207e-06,9.207882203444204e-05,1.684831483114822e-05
PRV57225,0,471,6.082365324284534e-06,4.187171194875672e-05,9.794031905355086e-05
PRV56445,0,135,2.0387751030601447e-06,6.603696547117796e-05,2.9124587441643592e-05
PRV53787,1,184,2.1732669369677135e-06,5.268232270736596e-05,3.759304470887695e-05
PRV54258,1,633,5.722044307874775e-06,3.563444466290613e-05,0.0001253245728738068
PRV52146,0,105,3.0798764071670607e-06,8.839111939655097e-05,2.172067358400229e-05
PRV53247,0,100,7.03846090678404e-07,6.279630657544709e-05,2.1483516419951253e-05
PRV55850,0,610,2.1140598965540858e-06,4.231989427956279e-05,0.00011980303403048616
PRV56031,0,52,6.468769621034e-07,9.97396922894172e-05,1.0643559723823215e-05
PRV55452,0,154,1.22510874934687e-06,6.153791413918475e-05,3.5311145287443854e-05
PRV55039,1,5320,3.480612334074225e-06,3.4869866514619465e-05,0.0009754555750874881
PRV55048,1,248,7.217158454974615e-07,4.201876064548896e-05,4.826173907808551e-05
PRV57293,0,30,1.2102467030156163e-07,0.00019336018405316096,7.2357364262260416e-06
PRV52121,0,134,1.1653715615552428e-06,6.040012467368593e-05,2.8453351847633186e-05
PRV52159,0,696,8.589804920979054e-06,3.062694198091289e-05,0.00014375765765756678
PRV54216,0,134,1.9390175347159464e-06,7.837881953936569e-05,2.8702052708638355e-05
PRV54244,0,599,7.27345244825356e-06,3.514106649522264e-05,0.00012204227155532732
PRV56442,1,3448,6.725814699041968e-06,2.6509395298903247e-05,0.0006677688191806065
PRV51274,0,148,2.0483651955726385e-06,6.569382574207569e-05,3.1184619749494364e-05
PRV51468,0,405,7.232761921427998e-06,4.530357926861415e-05,7.96149969970621e-05
PRV56706,1,914,1.3400117560631651e-06,6.62708799750934e-05,0.00018266780882452932
PRV56570,0,77,1.4546839575140882e-06,8.060562061311926e-05,1.690296990869583e-05
PRV52289,0,9,1.8181264632372803e-08,0.00016564354761940044,2.827664374454559e-06
PRV51613,0,52,3.326478274040573e-06,9.778150470671592e-05,1.1417209130041862e-05
PRV51418,0,153,8.096406275761917e-06,5.2893006542517935e-05,3.31393038985841e-05
PRV54925,1,322,1.817250303692498e-06,5.522256831775875e-05,6.441683017984256e-05
PRV54514,1,1004,1.1792360643984648e-05,2.903344940701182e-05,0.00020844995814992733
PRV52347,1,1016,1.1203805534469482e-05,2.661815048633324e-05,0.0002027433512066077
PRV51566,0,73,1.5962275434356059e-06,0.0001083219904089909,1.54677414408414e-05
PRV52583,0,534,9.896698378509802e-06,3.98661510095459e-05,0.0001115083545534268
PRV52865,0,170,1.7344072434393227e-06,6.521643378626638e-05,3.696838662968308e-05
PRV53925,0,163,2.196538741340106e-06,4.9362538378917395e-05,3.43891458835386e-05
PRV56541,1,148,6.261254658246541e-07,5.829691960594051e-05,3.100521319891937e-05
PRV52340,1,4452,4.7271774067906085e-06,2.592060080478339e-05,0.0008296153451028553
PRV56713,0,444,2.9855973138833513e-06,3.369793247436462e-05,9.301973421292903e-05
PRV52654,0,461,9.024620558857346e-06,3.3308304492802995e-05,9.605412301147378e-05
PRV51584,1,219,2.8526596342118147e-06,6.095514845955547e-05,4.7303319516029057e-05
PRV52847,1,248,1.5313770024234484e-06,5.901893609155994e-05,5.052524291401565e-05
PRV51160,0,313,2.895004911468232e-06,4.1486765034193976e-05,6.48628486784945e-05
PRV51957,0,199,3.1839815539270287e-06,5.308682193823728e-05,4.237187573015004e-05
PRV52590,1,534,2.762000285141491e-07,2.5055311024301566e-05,0.0001026955426641247
PRV57285,0,22,7.15269369223706e-08,0.00021636070129596232,6.027021226020861e-06
PRV51640,0,16,2.6765375957235024e-07,0.00010668084408977106,4.12688836354409e-06
PRV57567,0,32,5.52958650091853e-07,0.0001476795077235322,7.670065519164688e-06
PRV51238,0,20,1.570465344289776e-07,0.00020757850638834216,4.957827172286014e-06
PRV51183,0,289,2.0306847858383823e-06,3.139247046346327e-05,5.899631928752001e-05
PRV55812,1,43,1.6800019622283173e-07,0.00012029034201476785,9.556226082729848e-06
PRV53790,1,1252,1.9081838662297136e-05,1.8259881068587753e-05,0.00025944421342688067
PRV53776,1,499,6.01750928781554e-06,2.750305106466238e-05,0.00010252007171834153
PRV52320,1,934,6.681575991510288e-06,2.6059929483658625e-05,0.00018557964516537537
PRV56914,0,17,6.915357284646735e-08,0.0002678719814415579,4.390185924160616e-06
PRV54284,0,292,4.124525975215905e-07,0.0001698599058858213,5.521435372794785e-05
PRV54213,0,175,1.535373708356646e-06,6.0282053266829224e-05,3.486020365085154e-05
PRV55835,1,690,1.8383509126791202e-06,5.01356540069994e-05,0.00013457091284101077
PRV54990,0,53,1.0436327271735972e-06,0.00014843042171789136,1.1654771262631855e-05
PRV55130,0,9,1.2773663336224404e-07,0.0002900212391245263,2.903929695573785e-06
PRV54367,1,1640,1.0636011620820603e-05,1.5516924232859446e-05,0.0003398321865636837
PRV52589,1,1106,1.5698086138186462e-05,2.300289462621439e-05,0.00022759403549691445
PRV51355,0,194,2.066297129071366e-06,6.30341266081873e-05,3.9902906691151783e-05
PRV53959,1,550,8.356437943238205e-06,3.074303490656521e-05,0.00011432101626091654
PRV52821,1,1838,1.047746536287665e-06,2.4868619336480108e-05,0.0003436126972819245
PRV56895,0,36,5.372874142230498e-07,0.0001107688687656209,9.464150126960921e-06
PRV56103,1,323,3.6953410295174195e-07,4.8996002239850866e-05,6.609485572954778e-05
PRV52378,0,33,5.870126098998259e-07,0.0001304589688110696,7.342940386836327e-06
PRV55933,0,1278,2.4300924716058803e-06,2.0310762917129238e-05,0.00024674418177926506
PRV52831,0,84,5.710232203173598e-07,9.096348611325466e-05,1.732577739001926e-05
PRV55536,0,583,1.0464801979826816e-06,7.409405955837855e-05,0.00011351680740938158
PRV56428,1,799,1.032220587999391e-06,5.301124216892986e-05,0.00015074443509692238
PRV51600,0,281,8.652665047949461e-07,3.556342931477019e-05,5.423104691885936e-05
PRV53710,0,971,3.4180650161243e-06,2.465257222355317e-05,0.00019734631020645825
PRV55783,0,19,2.155236025897168e-07,9.00545567948827e-05,4.8793052138095435e-06
PRV55742,0,182,8.617187128105821e-07,0.00010141757567599426,3.7451383533597796e-05
PRV54543,1,41,7.015219704144125e-07,0.00012938648371108065,9.32675146080501e-06
PRV51507,1,2614,8.977127007722174e-06,1.4854284608527555e-05,0.0005099699121481486
PRV52902,0,119,1.0811879749807777e-06,5.417202141178638e-05,2.591305155092145e-05
PRV54359,1,1263,4.330726462883647e-06,9.673304507228226e-05,0.0002367703762853945
PRV52076,0,581,8.886731724890622e-06,4.014508085922675e-05,0.0001175771098059501
PRV53448,0,162,2.890717496519539e-06,5.536716546925526e-05,3.431019913203436e-05
PRV55433,1,223,3.744919527477938e-06,5.3812552524820614e-05,4.688294547937286e-05
PRV52991,0,152,1.7924361925146477e-06,6.927680408963803e-05,3.116259335313076e-05
PRV53063,0,11,2.3508135897197847e-07,0.0002310410831622287,3.857607616826967e-06
PRV55516,0,402,3.4279260481842757e-06,4.1858537832008115e-05,8.132982507958268e-05
PRV56870,0,35,2.3941138569680397e-07,0.0001244949046062958,8.539881564008962e-06
PRV57715,0,2218,5.08403774505819e-06,2.8364621473707347e-05,0.00045524749976831716
PRV51586,1,22,8.315954704651063e-07,0.00020342679328559107,5.895809817471047e-06
PRV51542,1,315,2.0048039292770137e-06,4.346308697726603e-05,6.043686573613472e-05
PRV57568,0,121,1.3928260660324116e-06,8.622758629724994e-05,2.5716724046917002e-05
PRV53136,1,116,1.8334896491096723e-06,8.114663954946262e-05,2.637896775311676e-05
PRV55022,1,346,2.299113532091564e-06,3.978604628818969e-05,7.330408091904421e-05
PRV56438,1,348,4.4822342982230455e-06,4.117486017410932e-05,7.156355928967698e-05
PRV55604,0,43,6.332064829319324e-08,0.00012829412217012925,1.0895134362406704e-05
PRV52126,0,303,4.449001218734905e-06,4.0627441702079334e-05,6.56486156811285e-05
PRV57102,0,43,6.795777533846054e-07,7.591523256304798e-05,1.0284620237835963e-05
PRV55948,0,72,1.2570879862289372e-06,7.326153227462543e-05,1.5443980695000466e-05
PRV52135,1,648,3.116070739566316e-06,2.994637968897297e-05,0.0001483578215725499
PRV57227,0,141,2.619583613927428e-06,7.243630816900806e-05,3.0274167016605443e-05
PRV52880,0,45,4.5551738935431234e-07,8.322273760785114e-05,1.0319091013752908e-05
PRV56730,1,144,2.478038392771782e-06,7.079660704894866e-05,3.0411536718708052e-05
PRV54200,0,34,3.213852612052258e-07,8.92169961947983e-05,9.168671585852554e-06
PRV56243,0,2364,9.622454850556229e-06,1.947859461243612e-05,0.00047202998332032664
PRV56007,1,237,2.5502188610486217e-06,6.279889221684372e-05,4.9149434095661205e-05
PRV55971,1,1581,7.933864697027858e-07,3.158828326445079e-05,0.000297993455737218
PRV52074,0,356,3.809919900100781e-06,3.726819021302774e-05,7.459900969007259e-05
PRV52321,1,388,4.08101398264552e-06,4.4181224074288376e-05,7.880308328113169e-05
PRV57372,0,86,6.851903641282861e-07,8.34288204033107e-05,1.8020733902391235e-05
PRV55135,0,9,1.9597229479484601e-07,0.00018050892448246965,2.9768934298351377e-06
PRV53762,1,1639,8.664525793791685e-06,1.5972212742950462e-05,0.00033013972196608296
PRV53932,0,780,1.5210754533033815e-05,2.738851237428232e-05,0.00015976663918661056
PRV53671,1,149,1.1984825775268634e-06,7.14386483579452e-05,2.9732084222289085e-05
PRV55172,1,306,3.1911073274161602e-06,4.4047168986812804e-05,6.83508961996033e-05
PRV56129,0,60,5.1578969191683015e-08,0.0001251764391039987,1.3354321727913668e-05
PRV54391,1,812,1.0203668561017732e-05,4.335830818972807e-05,0.00016420222314768282
PRV54848,0,75,8.874431080480106e-07,8.954904917664929e-05,1.6606392272322928e-05
PRV53970,0,14,2.754869655836213e-07,0.00023267923114993617,3.7442159647470873e-06
PRV52281,0,114,1.8816400988297893e-07,7.524606520997385e-05,2.3433774686183903e-05
PRV51940,1,647,1.7480714668668411e-06,2.8479795816483614e-05,0.00012878948207524843
PRV54918,1,420,3.396383418829927e-06,4.60870035959452e-05,8.654831091649162e-05
PRV52881,0,769,8.342825712432954e-07,2.5939334065863693e-05,0.000151959453190648
PRV52868,1,294,1.7122770917110447e-06,4.558672492490392e-05,5.819463584048315e-05
PRV57096,1,30,8.320797944347034e-08,0.00015292184093867363,7.944027560120514e-06
PRV55531,1,323,1.0877205982606417e-06,3.32141750327694e-05,7.621481185866704e-05
PRV54971,0,1101,8.838734764386553e-07,5.3631828333038644e-05,0.00021070696305576937
PRV53873,0,208,1.5949112709829527e-06,4.5734400946199486e-05,4.362893523677463e-05
PRV52020,1,1596,9.149786187502869e-06,1.5687081277419112e-05,0.0003219106519064482
PRV56478,0,386,3.2722929246638025e-06,4.081671569474406e-05,7.833788524961604e-05
PRV52307,1,463,7.0845803123222304e-06,3.735346517983067e-05,9.554605462327554e-05
PRV54111,1,644,2.052198381195366e-06,3.0025028891732165e-05,0.00013823593008114644
PRV57023,0,43,7.276856335067558e-08,0.00014213366327274027,9.74798725194818e-06
PRV56606,0,160,1.2293935005685782e-06,0.00014816589267387385,3.327467458745208e-05
PRV52998,0,88,1.6644937899320917e-06,0.00011530510313432535,1.8990533947212883e-05
PRV53802,0,210,2.3762874047812817e-06,4.8004153339469394e-05,4.49398859009716e-05
PRV53245,1,383,3.3064793583499715e-06,6.309034845603058e-05,7.693111079036486e-05
PRV53894,1,556,5.17758322576148e-07,8.701793635895643e-05,0.00010384323783590467
PRV53910,0,261,4.427759661968128e-06,5.7240508716258735e-05,5.474624168046084e-05
PRV56260,0,153,7.630886517365976e-07,5.149280096750537e-05,3.1707897159386996e-05
PRV51556,0,141,3.5285221554619626e-06,6.302996229245709e-05,2.9498715441772633e-05
PRV54065,1,238,1.7023536680710443e-06,6.119380002611057e-05,4.9472058210149384e-05
PRV55916,0,347,1.130838009399788e-06,4.7097838727436495e-05,7.04588095011284e-05
PRV54977,0,141,2.1822778239658526e-06,0.00011598526702681451,2.9519798970310644e-05
PRV54718,1,83,1.221801755333601e-07,0.00012213599240904066,1.7693993549974835e-05
PRV54093,1,235,4.764427708208471e-06,5.514793594396787e-05,4.96818557695346e-05
PRV52176,0,58,5.943407174077779e-07,0.00010599776044579732,1.3718266095319151e-05
PRV51421,1,370,7.20819291142735e-06,3.469428239434673e-05,7.398887949420542e-05
PRV54074,1,303,6.1346687299978856e-06,4.8415651126918337e-05,6.26446053398898e-05
PRV57530,0,1221,1.3889998332086515e-05,2.5414615743544776e-05,0.00025263052718173685
PRV52574,1,692,6.135673126114148e-06,2.922046415167572e-05,0.00013723107457677875
PRV51025,0,233,2.4276869252013816e-06,5.365712753574471e-05,4.7691850483557625e-05
PRV52115,1,242,2.375786506164363e-06,6.739166564818576e-05,4.870393890404212e-05
PRV56519,0,18,5.621440607931105e-08,0.00022286000234733372,4.838495411016503e-06
PRV51120,0,18,5.239417398620637e-08,0.00021588063356429895,4.743715840624058e-06
PRV57352,0,113,1.2353774526752369e-06,7.173747862207196e-05,2.346713434471668e-05
PRV53770,0,670,7.306201292830433e-06,2.908706214833402e-05,0.00014110241643427752
PRV54460,0,14,2.449948152048315e-07,0.00019911216611309543,4.172510158780527e-06
PRV52828,1,108,9.55424783676679e-07,5.721022267851592e-05,2.361918037123411e-05
PRV57612,0,14,2.6991524110267434e-07,0.0001727406032122953,4.046151552777135e-06
PRV55156,0,4,7.867482231005965e-08,0.0007032061605990211,1.9110783797083095e-06
PRV56012,1,108,1.6372702988668095e-06,7.172667230551142e-05,2.291944065148239e-05
PRV53675,0,758,6.790021414777885e-06,2.0393732934663603e-05,0.0001528583268671349
PRV53792,1,127,1.2176293898443891e-06,4.6620739013093075e-05,2.8054825583544226e-05
PRV54879,1,627,2.432500406977303e-06,3.635633227937897e-05,0.0001229195751863061
PRV54942,1,333,4.11677712480184e-06,4.867226648609773e-05,7.013274220393122e-05
PRV53697,0,305,3.11125767870962e-06,4.5119763410770654e-05,6.122516372667512e-05
PRV57127,0,63,1.2878435771838373e-06,0.0001225644567406902,1.3917873532499062e-05
PRV51432,0,66,2.0241911997035663e-06,9.210950859405804e-05,1.4785622566919739e-05
PRV56742,0,89,4.226914873707848e-07,7.434159390559208e-05,1.8441489821625302e-05
PRV51863,0,184,4.109339692227053e-06,6.821923948239437e-05,3.788851121073758e-05
PRV55557,0,174,2.137068720836801e-06,4.044539177342359e-05,3.490835012887042e-05
PRV55161,0,5,1.173964318503783e-07,0.000515985685171662,2.0239138052789523e-06
PRV54999,0,28,6.004922307488605e-07,0.00011456415783435722,7.003046655788312e-06
PRV52887,1,1351,4.7389303696477055e-07,5.965724182236833e-05,0.00025260050932649885
PRV56555,0,185,1.8250013053869321e-06,3.868560207262715e-05,4.28064438347758e-05
PRV52970,0,2,3.909555595871063e-08,0.0003380662609871535,1.7471585491057545e-06
PRV51444,0,107,2.857142700499045e-06,8.25453368985223e-05,2.1985736593940238e-05
PRV54561,0,457,3.1272779803777893e-06,7.443851693357355e-05,9.042633975115256e-05
PRV52003,0,403,5.640527930741349e-06,3.3046032127063666e-05,8.080834382101225e-05
PRV57230,1,458,6.374475108923458e-06,3.919691247622308e-05,9.763916305797753e-05
PRV54934,0,185,2.4228242385454273e-06,7.75564164809028e-05,3.9733738268365096e-05
PRV54324,0,88,1.8545269865532356e-07,0.00010601273235876996,1.896617567662657e-05
PRV54262,0,2,1.3389030973956493e-09,0.0003380662609871535,1.4474940127691699e-06
PRV52128,0,292,8.43339187302718e-07,4.3418064358816314e-05,5.8233617327725725e-05
PRV53238,0,504,4.539529730555746e-06,3.408206803236683e-05,9.993788484087268e-05
PRV51425,0,91,5.593565615713521e-06,6.406220832306802e-05,1.8848746046268836e-05
PRV55181,0,1115,5.089414559838852e-06,2.8142484296080475e-05,0.00021848999187703587
PRV51495,1,367,4.742470644065429e-06,4.310882202547175e-05,7.391241454391575e-05
PRV53121,1,1508,2.3949678416456852e-06,3.702893397161224e-05,0.0002884329554192293
PRV55793,0,17,1.0942090209092491e-07,0.0002534566035259529,4.3531013340953664e-06
PRV56134,1,175,7.564617641080377e-08,7.503226595193832e-05,3.437747397793309e-05
PRV57492,0,304,4.975961775602028e-06,7.174600919054238e-05,6.345922733819614e-05
PRV52459,0,144,2.8622166734430925e-07,7.18141704511567e-05,2.867516299905954e-05
PRV56734,0,56,1.2456561080330368e-06,9.255430539504796e-05,1.3926041281695164e-05
PRV51938,0,275,7.683332855424168e-08,5.111858091618262e-05,5.16843913419615e-05
PRV54916,0,270,8.480867813079488e-07,4.17046275395854e-05,5.508185630285053e-05
PRV56685,1,1055,1.8952754186783451e-06,0.00010828817647888605,0.00019786364958767954
PRV57298,0,7,1.5211148578894035e-07,0.00014992302751288953,2.4702359821538262e-06
PRV53377,0,24,4.184343700044659e-07,0.00012874556214285808,6.189775491356933e-06
PRV53008,1,134,1.4630313440747657e-06,6.412155056418593e-05,2.862941141664564e-05
PRV56507,0,113,8.229382423310359e-07,0.0001309222849900067,2.2360725686343935e-05
PRV51067,1,152,1.4708125539005782e-06,8.852366599099863e-05,3.103232207476771e-05
PRV54077,1,202,1.1889817522758632e-06,5.501631171232703e-05,4.2107842677365226e-05
PRV54881,0,101,6.221158553017578e-07,7.935142064332148e-05,2.2074644194594894e-05
PRV55196,0,449,5.5673595519352715e-06,3.704744485761004e-05,9.254569484704595e-05
PRV54566,1,803,1.258849588652507e-05,3.731725284026518e-05,0.0001669090712630431
PRV54757,0,181,3.7866185157894163e-06,6.0818528904976686e-05,3.8674912611664586e-05
PRV56005,0,193,1.358660245008787e-06,6.915594116310737e-05,4.0205039042424e-05
PRV52687,0,109,8.196405683244039e-07,0.00010162090432411272,2.3355098382398246e-05
PRV51344,0,82,1.2005826870506803e-06,7.669010641789271e-05,1.8594152082319223e-05
PRV51950,0,180,1.77630764968211e-06,5.294691875208106e-05,3.7994681020794976e-05
PRV53749,1,180,1.860768606552939e-06,6.093799281245329e-05,3.76574053349964e-05
PRV55851,0,119,9.92481106638002e-07,8.472936656553378e-05,2.6317861137771766e-05
PRV57303,0,264,4.976031490248061e-06,5.652576033726777e-05,5.4575441858354245e-05
PRV56264,0,131,2.14965492643027e-06,6.637353676678825e-05,2.851721731816636e-05
PRV51857,1,156,2.0740682339009322e-06,8.241619266630448e-05,3.117220586812498e-05
PRV52350,0,99,9.98936350440339e-07,9.740663094162777e-05,2.1338970004725422e-05
PRV55175,0,789,8.369548336662337e-06,3.1281718980856745e-05,0.00016048092772974053
PRV53884,1,700,4.535431848980014e-06,2.733147327160439e-05,0.0001403855047888572
PRV51610,0,16,1.6579821002434319e-06,0.00027717709566442585,4.082942388160413e-06
PRV52291,0,46,1.093823603508622e-07,0.00012088782072745335,1.0527177927226732e-05
PRV55990,0,595,5.448018729691965e-07,5.052893010834394e-05,0.00011308481984809427
